bathrooms,bedrooms,breadcrumbs,description,image_url,location,price,property_id,property_name,property_type,seller_name
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba",മലാപ്പറമ്പ് മെയിൻ റോഡിനടുത്തു 4ബെഡ്‌റൂം വീട് വാടകക്ക് Rent 200000 Adwance 1lakh,https://apollo.olx.in:443/v1/files/9cehulzgpv67-IN/image;s=850x0,"Malaparamba, Kozhikode, Kerala","₹ 20,000",1752358961,4 Bds - 3 Ba - 1850 ft2,Houses & Villas,
4,4,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayur",തൊണ്ടയാട് ഏരിയയിൽ 4ബെഡ്‌റൂം വീട് വാടകക്ക് Rent 25000 Adwnce 1lakh,https://apollo.olx.in:443/v1/files/sr3x6icbuwum2-IN/image;s=850x0,"Chevayur, Kozhikode, Kerala","₹ 25,000",1764081680,4 Bds - 4 Ba - 1800 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevarambalam",ഇരിങ്ങാടൻപള്ളി ബൈപ്പാസിനടുത്തായി 3ബെഡ്‌റൂം വീട് വാടകക്ക് Rent 22000 adwance 1lakh,https://apollo.olx.in:443/v1/files/8l0pz6edpzlg-IN/image;s=850x0,"Chevarambalam, Kozhikode, Kerala","₹ 25,000",1750936056,3 Bds - 3 Ba - 1800 ft2,Houses & Villas,
4,4,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba",മലാപ്പറമ്പിൽ 4ബെഡ്‌റൂം വീട് വാടകക്ക്  Rent 25000 Adwance 1lakh,https://apollo.olx.in:443/v1/files/1a3ff2nwg6op2-IN/image;s=850x0,"Malaparamba, Kozhikode, Kerala","₹ 25,000",1771062409,4 Bds - 4 Ba - 1800 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Poovangal","Nice area near Bypass Road. 1 car parking and few bike parking available. 2 floors each with hall, kitchen, 1 bedroom attached and 1 bedroom not attached, outside bathroom and water well, Total 4 bedroom. 2nd floor can be accessed from outside. Total 6.5 cent area Family preferred Only for lease",https://apollo.olx.in:443/v1/files/htx3ij6ilndk-IN/image;s=850x0,"Poovangal, Kozhikode, Kerala","₹ 20,00,000",1775322734,4 Bds - 3 Ba - 2850 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Calicut Civil Station",2 bath attachd room and comon bath room. Hall. Kitchen furnished. Balcony. Well water. Good residentional area,https://apollo.olx.in:443/v1/files/uav842c398db1-IN/image;s=850x0,"Calicut Civil Station, Kozhikode, Kerala","₹ 16,000",1771951871,3 Bds - 3 Ba - 1300 ft2,Apartments,
4+,4+,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad",All Amenities carparking,,"Thondayad, Kozhikode, Kerala","₹ 58,000",1573301826,4 Bds - 4+ Ba - 2500 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Koottuli",2 bed room. 2 bath room. Hall. Kitchen. Car parking. Security. 100 meeter from koottooli bus stop.maintainece charge including,https://apollo.olx.in:443/v1/files/znfn418i1hm43-IN/image;s=850x0,"Koottuli, Kozhikode, Kerala","₹ 16,000",1771416867,2 Bds - 2 Ba - 1000 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Govindapuram",SEMI FURNISHED 2BHK VILLA FIRST FLOOR NEAR MIMS HOSPITAL,https://apollo.olx.in:443/v1/files/q03576zddlw23-IN/image;s=850x0,"Govindapuram, Kozhikode, Kerala","₹ 20,000",1771138474,2 Bds - 2 Ba - 1000 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Ashokapuram",Branded apartment with CCTV camera security lift CCTV,https://apollo.olx.in:443/v1/files/1vfudou89ofp-IN/image;s=850x0,"Ashokapuram, Kozhikode, Kerala","₹ 22,500",1775226302,2 Bds - 2 Ba - 1200 ft2,Apartments,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nellikode","Fully Furnished First floor of duplex villa close to CYBERPARK & HiLITE Mall & Bhavans school chevayur. Located at a serene beautiful location. Fully furnished including AC, King size bed, premium mattess, attached washroom with geyser , working desk, small dining table with 3 chairs etc. Ideal for 1-2 Executive Bachelors. Please note : We are not looking for accomodating more than 2 bachelors or couples. Car parking can be done within the compound.24 x 7 water availability. Easy access to railway station, bus stand etc.",https://apollo.olx.in:443/v1/files/c6yb8gki448m-IN/image;s=850x0,"Nellikode, Kozhikode, Kerala","₹ 16,500",1773559198,1 Bds - 1 Ba - 1000 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad","This is a 3BHK apartment in koottooli.Its Fully furnished condition with TV , fridge, washing machine,bed ,coat , gas stove, cylinder , geyser , dressing table, dressing stand,  dinning table, 5 seater sofa , shoe rack etc.Its a 5 years old property.For more information please feel free to contact us at",https://apollo.olx.in:443/v1/files/3xp0mp0072kb2-IN/image;s=850x0,"Thondayad, Kozhikode, Kerala","₹ 25,000",1773243156,3 Bds - 3 Ba - 1200 ft2,Apartments,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nellikode","Property for bachelors or small family with 3 bikes parking facility.  Open Well & KWA connection available .Single attached bedroom, 2 additional rooms , hall, kitchen & work area",https://apollo.olx.in:443/v1/files/d12bzcbbtgrt-IN/image;s=850x0,"Nellikode, Kozhikode, Kerala","₹ 10,000",1775228230,3 Bds - 1 Ba - 900 ft2,Houses & Villas,
4+,4+,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayoor",Compound wall well water near by bypass chevayoor and calicut medical college,,"Chevayoor, Kozhikode, Kerala","₹ 35,000",1760478291,3 Bds - 4+ Ba - 2560 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Paroppadi",Near ഇരിങ്ങാടൻ പള്ളി 4bhk new house Rent 25000 Adwance 1lakh,https://apollo.olx.in:443/v1/files/lda0sriw4k6b2-IN/image;s=850x0,"Paroppadi, Kozhikode, Kerala","₹ 25,000",1754262491,2 Bds - 2 Ba - 1100 ft2,Houses & Villas,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad",1bhk fully furnished flat for rent at Thondayad bypass,,"Thondayad, Kozhikode, Kerala","₹ 22,000",1637172191,1 Bds - 1 Ba - 777 ft2,Apartments,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Eranjipalam","Semi furnished with AC, built in wardrobes and kitchen cabinets. 1km to baby hospital  2 km to eranjipalam junction  Easy to access any location",https://apollo.olx.in:443/v1/files/zw8iwmxa77fp1-IN/image;s=850x0,"Eranjipalam, Kozhikode, Kerala","₹ 30,000",1775235146,3 Bds - 3 Ba - 4466 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba",2BHK FULLY FURNISHED FLAT FOR RENT AT MAVOOR ROAD  * Fully furnished  * Balcony  * Modular kitchen  * All electronics are available  * Car parking  * Cctv  * 24x7 security  * Power backup  * Gym * Party hall For more details please contact  Planet Homes  Karaparamba,https://apollo.olx.in:443/v1/files/ngv9xvlc8oum3-IN/image;s=850x0,"Karaparamba, Kozhikode, Kerala","₹ 25,000",1775240946,2 Bds - 2 Ba - 1215 ft2,Apartments,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad",1BHK furnished flat for weekly and monthly rent in calicut * Bedroom with Balcony * Fully Furnished * All electronics are available  * Modular Kitchen * Hot water  * Wifi AMENITIES * Swimming Pool  * Gym * Covered car parking * Super market * 24/7 CCTV * 24/7 Security and caretaker * Power backup For more details please contact  Planet Homes  Karaparamba,https://apollo.olx.in:443/v1/files/52mkr9buy966-IN/image;s=850x0,"Thondayad, Kozhikode, Kerala","₹ 39,000",1775239967,1 Bds - 1 Ba - 715 ft2,Apartments,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Calicut Civil Station",3 bhk independent house fully furnished near iqura hospital civil station,https://apollo.olx.in:443/v1/files/fdp3pree5ns5-IN/image;s=850x0,"Calicut Civil Station, Kozhikode, Kerala","₹ 30,000",1775234736,3 Bds - 3 Ba - 1800 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu","GROUND FLOOR FOR RENT MANAKAVU CALICUT  2 BEDROOM 2 BATHROOM HALL KITCH  CAR SITE ,ONLY FAMILY RENT 10000 ADVANCE 30000 MOB    62    82     91    077   9",https://apollo.olx.in:443/v1/files/hnxt1edwh7a61-IN/image;s=850x0,"Mankavu, Kozhikode, Kerala","₹ 10,000",1757898925,2 Bds - 2 Ba - 1000 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kottuli","BACHELORS ALLOWED FULL FURNISHED AC HOUSE FOR RENT KOTTULI KOZHODE GROUND FLOOR ,AC ,CAR PARKING ,FULLY FURNISHED  BACHELOR OR OFFICE .NO LADIED NO FAMILY  RENT 30000 ADVANCE 1 LAKHS MOB  MOB 6    2   8   2   9   1   0   7   7    9",https://apollo.olx.in:443/v1/files/f0nsc7ksv9ds-IN/image;s=850x0,"Kottuli, Kozhikode, Kerala","₹ 30,000",1759366478,3 Bds - 3 Ba - 1800 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in East Hill",നിങ്ങൾക്കാവശ്യമായ ഫ്ലാറ്റുകൾ വീടുകൾ വാടകക്ക് കോഴിക്കോട്,,"East Hill, Kozhikode, Kerala","₹ 23,000",1774411708,3 Bds - 3 Ba - 1260 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad","Branded flat for rent & sale available in Calicut 2 BHK BRANDED FULLY FURNISHED FLAT FOR RENT NEAR THONDAYAD  located in a prime location  * Very close Thondayad, Starcare Hospital, potammal, Puthiyara jn ,   mavooroad,  Baby hospital,  mims hospital, new bus stand  Amenities  : GYM Party area Children play area  Lift  24 Hr Security 24 Hr power backup Cctv  Covered parking    Expecting rent : 28000 + mnc  Note : images shown are for representation purpose only . actual building differ . Call  between : 10 am - 7 pm (Sunday off)",https://apollo.olx.in:443/v1/files/i2vncregoddd1-IN/image;s=850x0,"Thondayad, Kozhikode, Kerala","₹ 28,000",1763905146,2 Bds - 2 Ba - 1200 ft2,Apartments,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevarambalam","Well water, 50k advance",https://apollo.olx.in:443/v1/files/s02sot8khfix-IN/image;s=850x0,"Chevarambalam, Kozhikode, Kerala","₹ 12,000",1774018241,3 Bds - 3 Ba - 1100 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kottuli",Walking distance from Main road well community apartment,,"Kottuli, Kozhikode, Kerala","₹ 18,000",1760479002,3 Bds - 3 Ba - 1800 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Paroppadi",Full furnished flat,https://apollo.olx.in:443/v1/files/ocxk4ajrsfvm-IN/image;s=850x0,"Paroppadi, Kozhikode, Kerala","₹ 25,000",1774424994,2 Bds - 2 Ba - 1100 ft2,Apartments,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayoor","3bhk flat,3bath.1st floor.only for family. 1car parking. 23k rent, 1600 k maintanance.75k advance.Chevayur. 1km mefical college, devagiri college. 4km calicut town. 3km Hilite &cyber park palazhi.",https://apollo.olx.in:443/v1/files/z0lql9dje1gf3-IN/image;s=850x0,"Chevayoor, Kozhikode, Kerala","₹ 23,000",1775261116,3 Bds - 3 Ba - 0 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nadakkavu",2 bhk furnished apartment,https://apollo.olx.in:443/v1/files/8dzkxagh0vp52-IN/image;s=850x0,"Nadakkavu, Kozhikode, Kerala","₹ 16,000",1775136302,2 Bds - 2 Ba - 1100 ft2,Apartments,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Eranhipalam","TWO BEDROOM,COMMON BATHROOM,HALL,KITCHEN,CAR SITE K.W.A WATER RENT:9000 ADVANCE:50000",https://apollo.olx.in:443/v1/files/nr7zt8b74zqk2-IN/image;s=850x0,"Eranhipalam, Kozhikode, Kerala","₹ 9,000",1652410714,2 Bds - 1 Ba - 1000 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Pottammal",Patteri 2BHK apartment with Fully furnished apartment with security CCTV camera lift etc,https://apollo.olx.in:443/v1/files/pzvkcpdzs3te3-IN/image;s=850x0,"Pottammal, Kozhikode, Kerala","₹ 28,000",1775239422,2 Bds - 2 Ba - 1200 ft2,Apartments,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Parayanchery","Upstair house for rent near parayancheri. Rent 15000/- adv 75000/- ladies,family, batchilors allowed",https://apollo.olx.in:443/v1/files/8t09gv1vb0jn2-IN/image;s=850x0,"Parayanchery, Kozhikode, Kerala","₹ 15,000",1775125236,2 Bds - 2 Ba - 2000 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba",3 bhk furnished independent house for rent near malaparamba Preference employees,https://apollo.olx.in:443/v1/files/u7eutmlz15251-IN/image;s=850x0,"Malaparamba, Kozhikode, Kerala","₹ 16,000",1775138816,3 Bds - 3 Ba - 1400 ft2,Houses & Villas,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu",വീട് പണയത്തിന് കൊടുക്കാനുണ്ട് മങ്കാവ് കടുപ്പിനി പാലം കടന്ന ഉടനെ ഒന്ന്  പറമ്പിൽ കടവ് രണ്ടാമത്തെ വീട്,https://apollo.olx.in:443/v1/files/g18gpljra5hv-IN/image;s=850x0,"Mankavu, Kozhikode, Kerala","₹ 7,50,000",1775146602,2 Bds - 1 Ba - 1000 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Paropadi",UPSTAIRE FOR RENT PAROPPADY CALICUT RENT 15000 ADVANECE 45000 MOB 6    2   8   2   9   1   0   7   7    9,https://apollo.olx.in:443/v1/files/as62tjiortou1-IN/image;s=850x0,"Paropadi, Kozhikode, Kerala","₹ 15,000",1759367628,2 Bds - 2 Ba - 1100 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Eranjipalam",2BHK fully furnished flat for Sale at Eranjipalam  ◾2bhk attached ◾1200 ◾balcony ◾ fully Furnished  Aminities ◾ water backeup ◾power backup ◾24 hrs security  Rent 23500 including mnc More details Endless Properties 2nd floor kairali complex Thondayad Calicut,https://apollo.olx.in:443/v1/files/lsuph41z4yen-IN/image;s=850x0,"Eranjipalam, Kozhikode, Kerala","₹ 23,500",1764249747,2 Bds - 2 Ba - 1200 ft2,Apartments,
4,4,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in YMCA Cross Road","Are you in search of a home in Calicut? Presenting an exquisite 2200sq.ft   Fully Furnished, 4BHK House for Rent in   YMCA Cross Road   Calicut. Total Rent : 60,000/-   Key Features: >Spacious 4Bedrooms for ample living space >Comfortable Living Areas ideal for relaxation and entertainment Amenities: *Ample Parking Space This house is equipped with all the amenities and facilities you need for a comfortable lifestyle. Don't miss out on this opportunity! Contact us now to schedule a viewing. * Thiruvanoor, 5BHK, 10.5 cent, Rent 60K Can be used for both residential & commercial purpose * Kovoor ,1.5KM from Medical College, 4BHK (newly constructed) Ground floor only 25K 1st floor only 20K * Panniker Road, 3BHK, Ground floor, Rent 24,000/- 2BHK, Upstairs, Rent 22,000/- *Govindapuram, 5BHK, Rent 40K ""Note : Image shown are only for business purpose , actual building / Land may differ."" For More details, Contact: Big Deals Realtors 4th Floor , Hilite Business Park , Palazhy - Calicut - About Us : Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value. We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE. We Provide the following Specialised Features : * Hassle free Documentation * Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property * Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc",,"YMCA Cross Road, Kozhikode, Kerala","₹ 60,000",1775151685,4 Bds - 4 Ba - 2200 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu","DOUBLE STOREYED HOUSE FOR RENT ,MANKAVU CALICUT RENT 23000 ADVANCE 75000 MOB 6    2   8   2   9   1   0   7   7    9",,"Mankavu, Kozhikode, Kerala","₹ 23,000",1759366809,4 Bds - 3 Ba - 2000 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Pottammal",ഒന്നര കിലോമീറ്റർ സിവിൽ സ്റ്റേഷൻ,,"Pottammal, Kozhikode, Kerala","₹ 22,000",1775147748,3 Bds - 3 Ba - 1300 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayur",Walkable distance bus stop.Rent Rs17000/per month.families only.,https://apollo.olx.in:443/v1/files/l3cqcfgxozex1-IN/image;s=850x0,"Chevayur, Kozhikode, Kerala","₹ 17,000",1775152826,3 Bds - 3 Ba - 1600 ft2,Houses & Villas,
4,4,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Koottuli","Are you looking for a Flat ? Here it is! 4Bhk  Semi  Furnished Flat Available For Rent, 1700 sq.ft Semi -  Furnished Branded Flat for Rent at Kottooli , Calicut Total Rent: Rs.40,000/ - It hosts all the amenities and all the facilities   *Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/- * Erahipalam ,2bhk,1200sq.ft , Furnished 27000/- * Erahipalam , 3bhk, 1600sq.ft, semi, 23000/- *Thondayad, 3bhk, 2000sq.ft , semi, 45000/- * kottuli ,2bhk , 1000sq.ft,semi , 23000/- *calicut Beach , 3bhk, 1600sq.ft,26000/- * YMC , 1bhk, 700sq.ft semi,25000/- * methoott Thazham 2bhk 800sq.ft semi , 16500/- *pottammal, 3bhk , furnshed,25000/- * East Hill, 3Bhk, Semi Furbished,23000/- ""Note : Image shown are only for business purpose , actual building / Land may differ."" For More details, Contact: Big Deals Realtors 4th Floor , Hilite Business Park , Palazhy - Calicut - About Us : Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value. We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE. We Provide the following Specialised Features : * Hassle free Documentation * Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property * Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc",https://apollo.olx.in:443/v1/files/hb0n1cnm8g8o-IN/image;s=850x0,"Koottuli, Kozhikode, Kerala","₹ 40,000",1775166177,4 Bds - 4 Ba - 2200 ft2,Apartments,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu",DOUBLE STOREYED HOUSE FOR RENT MANKAVU CALICUT RENT 18000 ADVANCE 55000 MOB 6    2   8   2   9   1   0   7   7    9,https://apollo.olx.in:443/v1/files/9npmvbibjcmd1-IN/image;s=850x0,"Mankavu, Kozhikode, Kerala","₹ 18,000",1759368649,3 Bds - 3 Ba - 1700 ft2,Houses & Villas,
1,1,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad","1 BHK FURNISHED FLAT FOR RENT NEAR CYBER PARK AND HILITE MALL, CALICUT  RENT 20000 Advance 3 months rent",https://apollo.olx.in:443/v1/files/yjacb7i8l5xz1-IN/image;s=850x0,"Thondayad, Kozhikode, Kerala","₹ 20,000",1775009403,1 Bds - 1 Ba - 700 ft2,Builder Floors,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad","3 BHK FURNISHED VILLA FOR RENT NEAR BYE PASS, CALICUT",https://apollo.olx.in:443/v1/files/el1ngh164na03-IN/image;s=850x0,"Thondayad, Kozhikode, Kerala","₹ 40,000",1775009844,3 Bds - 3 Ba - 1500 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Pottammal","3 bhk semi furnished flat for rent kottoli, calicut Rent 26000+ MNC Advance 75000 Amenities :- Gym Swimming pool Garden Children play area Guest room Conference room Games room Party hall Prayer room Day care Open area Guest car parking",https://apollo.olx.in:443/v1/files/qejh3nofjshl1-IN/image;s=850x0,"Pottammal, Kozhikode, Kerala","₹ 26,000",1775010607,3 Bds - 3 Ba - 1590 ft2,Builder Floors,
4,4,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Pottammal",BACHELORS ALLOWED DOUBLE STOREYED HOUSE FOR RENT POTTAMMAL CALICUT RENT 30000 ADVANCE 90000 MOB 6    2   8   2   9   1   0   7   7    9,https://apollo.olx.in:443/v1/files/antbgsgd827k-IN/image;s=850x0,"Pottammal, Kozhikode, Kerala","₹ 30,000",1759367873,4 Bds - 4 Ba - 1600 ft2,Houses & Villas,
4+,4+,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Arayedathupalam",Can accomadate up to 8 bachalours (hospital or corporate or govt lady staffs preferd) or families. Rent Rs.35000/-,https://apollo.olx.in:443/v1/files/qpahq8753ln72-IN/image;s=850x0,"Arayedathupalam, Kozhikode, Kerala","₹ 35,000",1775152176,4 Bds - 4+ Ba - 2200 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Vellayil","Upstair portion for rent ganthiroad.rent 25000/- adv 80000/- 2 attached bed.family, ladies, batchilors allowed",https://apollo.olx.in:443/v1/files/fzfz0ho14xwr-IN/image;s=850x0,"Vellayil, Kozhikode, Kerala","₹ 25,000",1775015868,2 Bds - 2 Ba - 1500 ft2,Houses & Villas,
2,2,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Parayanchery","Upstair potion rent. Students, ladies, bachlors.maximum 4 members. Parayanchery. Calicut. 500 mtr New busstand.1 km railway station.",https://apollo.olx.in:443/v1/files/a6m0cpjwoegs2-IN/image;s=850x0,"Parayanchery, Kozhikode, Kerala","₹ 12,000",1775021451,2 Bds - 2 Ba - 0 ft2,Houses & Villas,
3,3,"Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Parayanchery",3 bhk upstair &downstair rent. Maximum 8members..students/ladies/boys/exe bachlors parayancery.calicut.100 mtr maim road. 500 mtr new busdtand. 1 km railway station.,https://apollo.olx.in:443/v1/files/0gvngjyi3l4o3-IN/image;s=850x0,"Parayanchery, Kozhikode, Kerala","₹ 20,000",1775021606,3 Bds - 3 Ba - 0 ft2,Houses & Villas,
